,best_new_music,author,author_type,year,genre_electronic,genre_experimental,genre_folk,genre_global,genre_jazz,genre_metal,genre_pop,genre_rap,genre_rock,genre_country,genre_r&b,words_count,polarity
71,0,nathan reese,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,573,0.20484966120835682
72,0,andy beta,contributor,2016.0,0,0,0,1,0,0,0,0,0,0,0,518,0.11391184573002756
73,0,ryan dombal,senior editor,1998.0,0,0,0,0,0,0,0,0,1,0,0,2731,0.12151355646190364
75,0,sheldon pearce,associate staff writer,2016.0,0,0,0,0,0,0,0,1,0,0,0,724,0.15647186147186143
77,0,cameron cook,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,653,0.1540611028315946
78,0,cameron cook,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,653,0.1540611028315946
79,1,andy beta,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,1773,0.11703146390646388
80,0,sheldon pearce,associate staff writer,2016.0,0,0,0,0,0,0,0,1,0,0,0,633,0.15643939393939393
81,0,kevin lozano,tracks coordinator,2016.0,0,0,0,1,0,0,0,0,0,0,0,680,0.12404649947753396
82,0,saby reyes-kulkarni,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,604,0.10590285420793892
83,0,sam sodomsky,associate staff writer,2016.0,0,0,0,0,0,0,0,0,1,0,0,699,0.10780327080327079
84,0,saby reyes-kulkarni,contributor,1991.0,0,0,0,0,0,0,0,0,1,0,0,1370,0.08472728274811611
85,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,1370,0.08472728274811611
86,0,saby reyes-kulkarni,contributor,1991.0,0,0,0,0,0,0,0,0,1,0,0,1370,0.08472728274811611
87,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,1370,0.08472728274811611
88,0,mehan jayasuriya,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,614,0.10763848396501459
89,0,ben scheim,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,814,0.09106400543900546
90,0,stuart berman,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,930,0.14176516294163352
91,0,israel daramola,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,493,0.18748762131115068
92,0,israel daramola,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,493,0.18748762131115068
93,0,philip sherburne,contributing editor,2016.0,1,0,0,0,0,0,0,0,0,0,0,579,0.0033907476704086786
94,0,evan rytlewski,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,580,0.10177409690121553
95,0,matthew strauss,associate editor,2016.0,0,0,0,0,0,0,0,1,0,0,0,640,0.1516074146553599
96,0,sheldon pearce,associate staff writer,2016.0,0,0,0,0,0,0,0,1,0,0,0,618,0.1849366883116883
97,0,sam sodomsky,associate staff writer,2016.0,0,0,1,0,0,0,0,0,0,1,0,732,0.05677765045412105
98,0,sam sodomsky,associate staff writer,2016.0,0,0,1,0,0,0,0,0,0,1,0,732,0.05677765045412105
99,0,andy beta,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,456,0.13310810810810808
100,0,marcus j. moore,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,579,0.14285363998478756
101,1,seth colter walls,contributor,1968.0,0,0,0,0,0,0,0,0,1,0,0,1042,0.1294709770516222
102,1,seth colter walls,contributor,1968.0,0,0,0,0,0,0,0,0,1,0,0,1042,0.1294709770516222
103,1,seth colter walls,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,1042,0.1294709770516222
104,1,seth colter walls,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,1042,0.1294709770516222
105,1,seth colter walls,contributor,1968.0,0,0,0,0,0,0,0,0,1,0,0,1042,0.1294709770516222
106,1,seth colter walls,contributor,1968.0,0,0,0,0,0,0,0,0,1,0,0,1042,0.1294709770516222
107,1,seth colter walls,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,1042,0.1294709770516222
108,1,seth colter walls,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,1042,0.1294709770516222
109,1,seth colter walls,contributor,1968.0,0,1,0,0,0,0,0,0,0,0,0,1042,0.1294709770516222
110,1,seth colter walls,contributor,1968.0,0,1,0,0,0,0,0,0,0,0,0,1042,0.1294709770516222
111,1,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,1042,0.1294709770516222
112,1,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,1042,0.1294709770516222
113,1,seth colter walls,contributor,1968.0,0,1,0,0,0,0,0,0,0,0,0,1042,0.1294709770516222
114,1,seth colter walls,contributor,1968.0,0,1,0,0,0,0,0,0,0,0,0,1042,0.1294709770516222
115,1,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,1042,0.1294709770516222
116,1,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,1042,0.1294709770516222
117,0,philip sherburne,contributing editor,2016.0,0,0,0,0,1,0,0,0,0,0,0,848,0.14470727685013396
118,0,philip sherburne,contributing editor,2016.0,1,0,0,0,0,0,0,0,0,0,0,848,0.14470727685013396
119,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,662,0.2056309362279511
120,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,662,0.2056309362279511
121,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,662,0.2056309362279511
122,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,662,0.2056309362279511
123,0,ian cohen,contributor,2006.0,0,0,0,0,0,0,0,0,1,0,0,2453,0.0682647340033704
124,0,ian cohen,contributor,2006.0,0,0,0,0,0,0,0,0,1,0,0,2453,0.0682647340033704
125,1,dean van nguyen,contributor,2016.0,0,0,0,0,1,0,0,0,0,0,0,1259,0.1308246558246558
126,0,daniel martin-mccormick,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,497,0.15513368682599457
127,0,thea ballard,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,590,0.1802110347564893
128,0,thea ballard,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,590,0.1802110347564893
129,0,jay balfour,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,588,0.1133347889926837
130,0,evan rytlewski,contributor,1991.0,0,0,0,0,0,0,0,0,1,0,0,858,0.16857131465026204
131,0,evan rytlewski,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,858,0.16857131465026204
132,0,katherine st. asaph,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,883,0.2080966724039013
133,0,drew gaerig,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,422,0.1267749309868875
134,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,1,0,0,0,0,0,0,496,0.08568398268398268
135,0,mark richardson,executive editor,2016.0,0,1,0,0,0,0,0,0,0,0,0,552,0.15399173384087178
136,0,mark richardson,executive editor,2016.0,1,0,0,0,0,0,0,0,0,0,0,552,0.15399173384087178
137,0,paul a. thompson,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,549,0.06644809438927085
138,0,ian cohen,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,738,0.08152739516375879
139,0,philip sherburne,contributing editor,2016.0,1,0,0,0,0,0,0,0,0,0,0,782,0.10968274009940676
140,0,mehan jayasuriya,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,908,0.10795746581460867
142,0,paul thompson,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,430,0.1395652958152958
143,0,daniel martin-mccormick,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,936,0.12476885254663035
144,0,daniel martin-mccormick,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,936,0.12476885254663035
145,0,mehan jayasuriya,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,730,0.09398177880320732
146,0,mehan jayasuriya,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,730,0.09398177880320732
147,0,philip sherburne,contributing editor,2016.0,1,0,0,0,0,0,0,0,0,0,0,755,0.10910920802225149
148,0,kevin lozano,tracks coordinator,2016.0,1,0,0,0,0,0,0,0,0,0,0,713,0.12028988868274583
150,1,laura snapes,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,1348,0.1773195315221177
151,1,laura snapes,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,1348,0.1773195315221177
152,0,renato pagnani,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,829,0.05997574955908288
153,0,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,809,0.1218073593073593
154,0,cameron cook,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,541,0.09181420431420431
155,0,kevin lozano,tracks coordinator,2016.0,1,0,0,0,0,0,0,0,0,0,0,638,0.05071978286264
156,0,eric harvey,contributor,1991.0,0,0,0,0,0,0,0,1,0,0,0,3576,0.08332237013991887
157,0,brad nelson,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,800,0.07089646464646462
158,0,brad nelson,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,800,0.07089646464646462
159,0,jesse jarnow,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,647,0.1321642349420127
160,0,jesse jarnow,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,647,0.1321642349420127
161,0,jesse jarnow,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,647,0.1321642349420127
162,0,jesse jarnow,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,647,0.1321642349420127
163,0,philip sherburne,contributing editor,2016.0,1,0,0,0,0,0,0,0,0,0,0,645,0.030950227218883943
164,0,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,499,0.1365013774104683
165,0,paul a. thompson,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,704,0.1636677211677212
166,0,paul a. thompson,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,704,0.1636677211677212
167,0,jonathan bernstein,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,846,0.13732911825017088
168,0,ian cohen,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,1200,0.08292234764197381
169,0,katherine st. asaph,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,703,0.06068948412698411
170,0,zoe camp,contributor,2016.0,0,0,0,0,0,1,0,0,0,0,0,967,0.10715700019677293
171,0,philip sherburne,contributing editor,2016.0,1,0,0,0,0,0,0,0,0,0,0,627,0.10118702911671662
172,0,caryn rose,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,1081,0.13176703746324
173,0,marc masters,contributor,2016.0,0,0,1,0,0,0,0,0,0,1,0,393,0.16627791068580544
174,1,andy beta,contributor,1993.0,1,0,0,0,0,0,0,0,0,0,0,1095,0.02375916163044877
175,1,andy beta,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,1095,0.02375916163044877
176,0,jes skolnik,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,575,0.18012543467461498
177,0,miles raymer,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,695,0.11550195835910121
178,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,467,0.037522454869393644
182,0,rebecca haithcoat,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,773,0.16758373205741628
184,0,marc masters,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,444,0.10424856674856675
185,0,jonathan patrick,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,479,0.0982878787878788
186,0,evan rytlewski,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,548,0.011836102965135228
187,0,andy beta,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,446,0.08224969474969475
188,0,zoe camp,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,626,0.06101986249045073
189,0,benjamin scheim,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,360,0.16186985057952796
190,1,kris ex,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,1426,0.12284773630927472
191,0,quinn moreland,assistant editor,2016.0,0,0,0,0,0,0,1,0,0,0,1,742,0.14089655636265805
192,0,louis pattison,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,563,0.16065157065157065
193,0,sam sodomsky,associate staff writer,2016.0,0,0,0,0,0,1,0,0,0,0,0,623,0.24298668503213966
194,1,mike powell,contributor,2016.0,0,0,1,0,0,0,0,0,0,1,0,863,0.06291026705410267
195,0,thea ballard,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,709,0.053582251082251106
196,0,thea ballard,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,709,0.053582251082251106
197,0,philip sherburne,contributing editor,2016.0,1,0,0,0,0,0,0,0,0,0,0,859,0.17065049849140754
198,0,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,807,0.19659757513018386
199,0,paul a. thompson,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,766,0.1425060233883763
200,0,paul a. thompson,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,766,0.1425060233883763
201,0,paul a. thompson,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,766,0.1425060233883763
202,0,jesse jarnow,contributor,1962.0,0,0,1,0,0,0,0,0,0,1,0,1005,0.1510206361976274
203,0,jesse jarnow,contributor,2016.0,0,0,1,0,0,0,0,0,0,1,0,1005,0.1510206361976274
204,0,jesse jarnow,contributor,1962.0,0,0,1,0,0,0,0,0,0,1,0,1005,0.1510206361976274
205,0,jesse jarnow,contributor,2016.0,0,0,1,0,0,0,0,0,0,1,0,1005,0.1510206361976274
206,0,katherine st. asaph,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,554,0.11188703537841473
207,0,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,523,0.09973250020419833
208,1,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,1586,0.18304822226953377
209,0,katherine st. asaph,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,667,0.11120273109243697
213,0,jesse jarnow,contributor,2016.0,0,0,1,0,0,0,0,0,0,1,0,740,0.1093877968877969
214,0,seth colter walls,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,511,0.190730697873555
215,0,seth colter walls,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,511,0.190730697873555
216,0,seth colter walls,contributor,2016.0,0,0,0,0,1,0,0,0,0,0,0,511,0.190730697873555
217,0,seth colter walls,contributor,2016.0,0,0,0,0,1,0,0,0,0,0,0,511,0.190730697873555
218,0,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,511,0.190730697873555
219,0,seth colter walls,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,511,0.190730697873555
220,0,seth colter walls,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,511,0.190730697873555
221,0,seth colter walls,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,511,0.190730697873555
222,0,marc masters,contributor,1984.0,0,0,0,0,0,0,0,0,1,0,0,2202,0.0962110443453727
224,0,john s.w. macdonald,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,662,0.08143621084797553
225,0,nathan reese,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,638,0.088190039934226
226,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,575,0.10401154401154401
227,0,philip sherburne,contributing editor,2016.0,1,0,0,0,0,0,0,0,0,0,0,634,0.24031696273075587
228,0,renato pagnani,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,430,0.1604166666666666
229,1,benjamin scheim,contributor,2003.0,0,0,0,0,0,0,0,0,1,0,0,1056,0.17327570577570578
230,1,benjamin scheim,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,1056,0.17327570577570578
231,0,saby reyes kulkarni,contributor,2016.0,0,0,0,0,0,1,0,0,0,0,0,1136,0.07992212036329682
232,0,vanessa okoth-obbo,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,695,0.14494512648809527
233,0,matthew ramirez,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,512,0.20502946127946126
234,0,kevin lozano,tracks coordinator,2016.0,0,0,0,0,0,0,0,1,0,0,0,724,0.10088245088245086
235,0,raymond cummings,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,273,0.18423809523809523
236,0,kevin lozano,tracks coordinator,2016.0,1,0,0,0,0,0,0,0,0,0,0,906,0.14843875260541925
237,0,kevin lozano,tracks coordinator,2016.0,1,0,0,0,0,0,0,0,0,0,0,906,0.14843875260541925
239,0,andy beta,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,767,0.15972615768070308
240,0,seth colter walls,contributor,2016.0,0,0,0,0,1,0,0,0,0,0,0,581,0.1854456654456655
241,0,evan rytlewski,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,820,0.13574376417233563
242,0,evan rytlewski,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,769,0.042864188762626265
243,0,evan rytlewski,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,769,0.042864188762626265
244,0,louis pattison,contributor,2016.0,0,0,1,0,0,0,0,0,0,1,0,833,0.046965811965811954
247,0,andy beta,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,486,0.08889628131431408
250,0,matthew strauss,associate editor,2016.0,0,0,0,0,0,0,0,1,0,0,0,909,0.16215090682737743
251,0,matthew strauss,associate editor,2016.0,0,0,0,0,0,0,0,1,0,0,0,909,0.16215090682737743
252,0,matthew strauss,associate editor,2016.0,0,0,0,0,0,0,0,1,0,0,0,909,0.16215090682737743
253,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,587,0.1295672177616622
254,0,raymond cummings,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,460,0.07065625196059978
256,0,sheldon pearce,associate staff writer,1994.0,0,0,0,0,0,0,0,1,0,0,0,1013,0.06858555270487086
257,0,sheldon pearce,associate staff writer,2016.0,0,0,0,0,0,0,0,1,0,0,0,1013,0.06858555270487086
258,0,marc masters,contributor,2016.0,0,0,0,0,1,0,0,0,0,0,0,455,0.09487179487179491
259,0,marc masters,contributor,2016.0,0,0,0,0,1,0,0,0,0,0,0,455,0.09487179487179491
260,0,marc masters,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,455,0.09487179487179491
261,0,marc masters,contributor,2016.0,0,1,0,0,0,0,0,0,0,0,0,455,0.09487179487179491
262,0,jay balfour,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,591,0.11802362427362428
263,0,matthew grosinger,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,650,0.11373626373626375
266,0,matthew grosinger,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,734,0.15849324804548678
267,0,mehan jayasuriya,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,635,0.1513996052966641
268,0,saby reyes-kulkarni,contributor,2016.0,1,0,0,0,0,0,0,0,0,0,0,400,0.14404761904761906
272,0,philip sherburne,contributing editor,2016.0,0,1,0,0,0,0,0,0,0,0,0,492,0.09431391840482752
273,0,stephen thomas erlewine,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,1123,0.15664298059157877
274,0,jay balfour,contributor,2016.0,0,0,0,0,0,0,1,0,0,0,1,648,0.2031328693093399
275,0,matthew ismael ruiz,contributor,2016.0,0,0,0,0,0,0,0,1,0,0,0,828,0.056210185478478156
278,0,philip sherburne,contributing editor,2016.0,1,0,0,0,0,0,0,0,0,0,0,713,0.2060568741603224
279,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,1,0,0,0,0,0,648,0.08322966507177035
280,0,saby reyes-kulkarni,contributor,2016.0,0,0,0,0,0,1,0,0,0,0,0,648,0.08322966507177035
281,1,simon reynolds,contributor,1979.0,0,0,0,0,0,0,0,0,1,0,0,1998,0.1150277330112236
282,1,simon reynolds,contributor,2016.0,0,0,0,0,0,0,0,0,1,0,0,1998,0.1150277330112236
